"code","habitat","suitability","season","majorimportance"
"AMP020702002","Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha)","Suitable",NA,NA
"AMP020702003","Forest - Temperate","Suitable","Resident",NA
"AMP020702003","Artificial/Terrestrial - Pastureland","Suitable","Resident",NA
"AMP020702003","Grassland - Temperate","Suitable","Resident",NA
"AMP020702003","Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)","Suitable","Resident",NA
"AMP020702003","Wetlands (inland) - Seasonal/Intermittent/Irregular Rivers/Streams/Creeks","Suitable","Resident",NA
"AMP020702003","Wetlands (inland) - Freshwater Springs and Oases","Suitable","Resident",NA
"AMP020702004","Shrubland - Temperate","Suitable",NA,"Yes"
"AMP020702004","Grassland - Temperate","Suitable",NA,"Yes"
"AMP020702004","Wetlands (inland) - Permanent Freshwater Lakes (over 8ha)","Suitable",NA,"Yes"
"AMP020702004","Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha)","Suitable",NA,"Yes"
"AMP020702005","Forest - Temperate","Suitable","Resident",NA
"AMP020702005","Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)","Suitable","Resident",NA
"AMP020702005","Wetlands (inland) - Seasonal/Intermittent/Irregular Rivers/Streams/Creeks","Marginal","Resident",NA
"AMP020702005","Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands","Suitable","Resident",NA
"AMP020702005","Wetlands (inland) - Permanent Freshwater Lakes (over 8ha)","Suitable","Resident",NA
"AMP020702005","Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha)","Suitable","Resident",NA
"AMP020702005","Wetlands (inland) - Freshwater Springs and Oases","Suitable","Resident",NA
"AMP020702006","Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)","Suitable","Resident",NA
"AMP020702006","Wetlands (inland) - Seasonal/Intermittent/Irregular Rivers/Streams/Creeks","Suitable","Resident",NA
"AMP020702006","Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands","Marginal","Resident",NA
"AMP020702006","Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha)","Marginal","Resident",NA
"AMP020702006","Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha)","Marginal","Resident",NA
"AMP020702007","Forest - Temperate","Suitable","Resident","Yes"
"AMP020702007","Artificial/Terrestrial - Plantations","Suitable","Resident",NA
"AMP020702007","Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)","Suitable","Resident",NA
"AMP020702007","Wetlands (inland) - Permanent Inland Deltas","Unknown","Resident",NA
"AMP020702007","Wetlands (inland) - Seasonal/Intermittent/Irregular Rivers/Streams/Creeks","Marginal","Resident",NA
"AMP020702007","Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands","Unknown","Resident",NA
"AMP020702007","Wetlands (inland) - Permanent Freshwater Lakes (over 8ha)","Suitable","Resident",NA
"AMP020702007","Wetlands (inland) - Seasonal/Intermittent Freshwater Lakes (over 8ha)","Marginal","Resident",NA
"AMP020702007","Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha)","Suitable","Resident",NA
"AMP020702007","Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha)","Marginal","Resident",NA
"AMP020702008","Forest - Boreal","Suitable",NA,NA
"AMP020702008","Forest - Temperate","Suitable",NA,NA
"AMP020702008","Artificial/Terrestrial - Arable Land","Marginal",NA,NA
"AMP020702008","Artificial/Terrestrial - Pastureland","Suitable",NA,NA
"AMP020702008","Artificial/Terrestrial - Plantations","Marginal",NA,NA
"AMP020702008","Artificial/Terrestrial - Rural Gardens","Marginal",NA,NA
"AMP020702008","Artificial/Terrestrial - Urban Areas","Marginal",NA,NA
"AMP020702008","Artificial/Aquatic - Water Storage Areas (over 8ha)","Marginal",NA,NA
"AMP020702008","Artificial/Aquatic - Ponds (below 8ha)","Marginal",NA,NA
"AMP020702008","Introduced vegetation","Marginal",NA,NA
"AMP020702008","Shrubland - Temperate","Marginal",NA,NA
"AMP020702008","Shrubland - Subtropical/Tropical Dry","Marginal",NA,NA
"AMP020702008","Grassland - Temperate","Suitable",NA,NA
"AMP020702008","Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)","Suitable",NA,NA
"AMP020702008","Wetlands (inland) - Seasonal/Intermittent/Irregular Rivers/Streams/Creeks","Marginal",NA,NA
"AMP020702008","Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands","Suitable",NA,NA
"AMP020702008","Wetlands (inland) - Permanent Freshwater Lakes (over 8ha)","Suitable",NA,NA
"AMP020702008","Wetlands (inland) - Seasonal/Intermittent Freshwater Lakes (over 8ha)","Marginal",NA,NA
"AMP020702008","Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha)","Suitable",NA,NA
"AMP020702008","Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha)","Marginal",NA,NA
"AMP020702008","Wetlands (inland) - Freshwater Springs and Oases","Marginal",NA,NA
"AMP020702008","Rocky areas (eg. inland cliffs, mountain peaks)","Marginal",NA,NA
"AMP020702010","Forest - Temperate","Suitable","Resident","Yes"
"AMP020702010","Artificial/Aquatic - Canals and Drainage Channels, Ditches","Suitable","Resident",NA
"AMP020702010","Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)","Suitable","Resident","Yes"
"AMP020702010","Wetlands (inland) - Seasonal/Intermittent/Irregular Rivers/Streams/Creeks","Suitable","Resident","Yes"
"AMP020702011","Forest - Temperate","Suitable",NA,NA
"AMP020702011","Grassland - Temperate","Suitable",NA,NA
"AMP020702011","Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)","Suitable",NA,NA
"AMP020702012","Forest - Boreal","Suitable",NA,NA
"AMP020702012","Forest - Subarctic","Suitable",NA,NA
"AMP020702012","Forest - Temperate","Suitable",NA,NA
"AMP020702012","Artificial/Terrestrial - Arable Land","Suitable",NA,NA
"AMP020702012","Artificial/Terrestrial - Pastureland","Suitable",NA,NA
"AMP020702012","Artificial/Terrestrial - Plantations","Marginal",NA,NA
"AMP020702012","Artificial/Terrestrial - Rural Gardens","Suitable",NA,NA
"AMP020702012","Artificial/Terrestrial - Urban Areas","Suitable",NA,NA
"AMP020702012","Artificial/Aquatic - Water Storage Areas (over 8ha)","Suitable",NA,NA
"AMP020702012","Artificial/Aquatic - Ponds (below 8ha)","Suitable",NA,NA
"AMP020702012","Artificial/Aquatic - Aquaculture Ponds","Suitable",NA,NA
"AMP020702012","Artificial/Aquatic - Excavations (open)","Marginal",NA,NA
"AMP020702012","Artificial/Aquatic - Wastewater Treatment Areas","Marginal",NA,NA
"AMP020702012","Artificial/Aquatic - Seasonally Flooded Agricultural Land","Marginal",NA,NA
"AMP020702012","Introduced vegetation","Marginal",NA,NA
"AMP020702012","Shrubland - Subarctic","Suitable",NA,NA
"AMP020702012","Shrubland - Boreal","Suitable",NA,NA
"AMP020702012","Shrubland - Temperate","Suitable",NA,NA
"AMP020702012","Grassland - Tundra","Marginal",NA,NA
"AMP020702012","Grassland - Subarctic","Marginal",NA,NA
"AMP020702012","Grassland - Temperate","Suitable",NA,NA
"AMP020702012","Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)","Suitable",NA,NA
"AMP020702012","Wetlands (inland) - Tundra Wetlands (incl. pools and temporary waters from snowmelt)","Marginal",NA,NA
"AMP020702012","Wetlands (inland) - Permanent Inland Deltas","Suitable",NA,NA
"AMP020702012","Wetlands (inland) - Seasonal/Intermittent/Irregular Rivers/Streams/Creeks","Suitable",NA,NA
"AMP020702012","Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands","Suitable",NA,NA
"AMP020702012","Wetlands (inland) - Permanent Freshwater Lakes (over 8ha)","Suitable",NA,NA
"AMP020702012","Wetlands (inland) - Seasonal/Intermittent Freshwater Lakes (over 8ha)","Suitable",NA,NA
"AMP020702012","Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha)","Suitable",NA,NA
"AMP020702012","Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha)","Suitable",NA,NA
"AMP020702012","Wetlands (inland) - Freshwater Springs and Oases","Marginal",NA,NA
"AVE243111001","Forest - Boreal","Suitable","Breeding Season","Yes"
"AVE243111001","Forest - Boreal","Suitable","Non-Breeding Season","Yes"
"AVE243111001","Forest - Temperate","Suitable","Breeding Season","Yes"
"AVE243111001","Forest - Temperate","Suitable","Non-Breeding Season","Yes"
"AVE243111001","Artificial/Terrestrial - Plantations","Suitable","Breeding Season","No"
"AVE243111001","Artificial/Terrestrial - Plantations","Suitable","Non-Breeding Season","No"
"AVE243111001","Artificial/Terrestrial - Rural Gardens","Suitable","Breeding Season","No"
"AVE243111001","Artificial/Terrestrial - Rural Gardens","Suitable","Non-Breeding Season","No"
"AVE243111001","Shrubland - Temperate","Suitable","Breeding Season","No"
"AVE243111001","Shrubland - Temperate","Suitable","Non-Breeding Season","No"
"AVE243111002","Forest - Boreal","Suitable","Breeding Season","Yes"
"AVE243111002","Forest - Boreal","Suitable","Non-Breeding Season","Yes"
"AVE243111002","Forest - Temperate","Suitable","Breeding Season","Yes"
"AVE243111002","Forest - Temperate","Suitable","Non-Breeding Season","Yes"
"AVE243111002","Artificial/Terrestrial - Plantations","Suitable","Breeding Season","No"
"AVE243111002","Artificial/Terrestrial - Plantations","Suitable","Non-Breeding Season","No"
"AVE243111002","Artificial/Terrestrial - Rural Gardens","Suitable","Breeding Season","No"
"AVE243111002","Artificial/Terrestrial - Rural Gardens","Suitable","Non-Breeding Season","No"
"AVE243111002","Shrubland - Temperate","Suitable","Breeding Season","No"
"AVE243111002","Shrubland - Temperate","Suitable","Non-Breeding Season","No"
"AVE180212001","Forest - Temperate","Suitable","Breeding Season","No"
"AVE180212001","Artificial/Terrestrial - Plantations","Suitable","Breeding Season","No"
"AVE180212001","Artificial/Terrestrial - Rural Gardens","Suitable","Breeding Season","No"
"AVE180212001","Artificial/Terrestrial - Urban Areas","Suitable","Breeding Season","No"
"AVE180212001","Shrubland - Subtropical/Tropical Dry","Suitable","Non-Breeding Season","Yes"
"AVE180212001","Shrubland - Mediterranean-type Shrubby Vegetation","Suitable","Breeding Season","No"
"AVE180212001","Grassland - Temperate","Suitable","Breeding Season","No"
"AVE180212001","Grassland - Subtropical/Tropical Dry","Suitable","Resident","No"
"AVE180212001","Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)","Suitable","Breeding Season","No"
"AVE180212003","Forest - Boreal","Suitable","Resident","Yes"
"AVE180212003","Forest - Temperate","Suitable","Resident","Yes"
"AVE180212003","Artificial/Terrestrial - Urban Areas","Suitable","Resident","No"
"AVE180212003","Grassland - Tundra","Suitable","Resident","No"
"AVE180212003","Grassland - Temperate","Suitable","Resident","No"
"AVE180212002","Forest - Boreal","Suitable","Breeding Season","No"
"AVE180212002","Forest - Temperate","Suitable","Resident","No"
"AVE180212002","Artificial/Terrestrial - Arable Land","Suitable","Resident","No"
"AVE180212002","Artificial/Terrestrial - Plantations","Suitable","Resident","No"
"AVE180212002","Artificial/Terrestrial - Rural Gardens","Suitable","Resident","No"
"AVE180212002","Artificial/Terrestrial - Urban Areas","Suitable","Resident","No"
"AVE180212002","Forest - Subtropical/Tropical Moist Lowland","Suitable","Non-Breeding Season","No"
"AVE180212002","Savanna - Dry","Suitable","Non-Breeding Season","No"
"AVE180212002","Shrubland - Boreal","Suitable","Breeding Season","No"
"AVE180212002","Shrubland - Temperate","Suitable","Resident","No"
"AVE180212002","Shrubland - Subtropical/Tropical Dry","Suitable","Non-Breeding Season","No"
"AVE180212002","Shrubland - Mediterranean-type Shrubby Vegetation","Suitable","Resident","No"
"AVE240903004","Artificial/Terrestrial - Arable Land","Suitable","Non-Breeding Season","No"
"AVE240903004","Artificial/Aquatic - Seasonally Flooded Agricultural Land","Suitable","Non-Breeding Season","No"
"AVE240903004","Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)","Suitable","Breeding Season","No"
"AVE240903004","Wetlands (inland) - Permanent Freshwater Lakes (over 8ha)","Suitable","Breeding Season","No"
"AVE240903008","Artificial/Terrestrial - Arable Land","Suitable","Non-Breeding Season","No"
"AVE240903008","Artificial/Terrestrial - Rural Gardens","Suitable","Non-Breeding Season","No"
"AVE240903008","Savanna - Dry","Suitable","Non-Breeding Season","No"
"AVE240903008","Shrubland - Subtropical/Tropical Dry","Suitable","Non-Breeding Season","No"
"AVE240903008","Shrubland - Subtropical/Tropical Moist","Suitable","Non-Breeding Season","No"
"AVE240903008","Grassland - Subtropical/Tropical Seasonally Wet/Flooded","Suitable","Non-Breeding Season","No"
"AVE240903008","Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)","Suitable","Breeding Season","No"
"AVE240903008","Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)","Suitable","Non-Breeding Season","No"
"AVE240903008","Wetlands (inland) - Permanent Saline, Brackish or Alkaline Marshes/Pools","Suitable","Breeding Season","No"
"AVE240903008","Wetlands (inland) - Permanent Saline, Brackish or Alkaline Marshes/Pools","Suitable","Non-Breeding Season","No"
"AVE240903008","Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands","Suitable","Breeding Season","No"
"AVE240903008","Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands","Suitable","Non-Breeding Season","No"
"AVE240903008","Wetlands (inland) - Permanent Freshwater Lakes (over 8ha)","Suitable","Breeding Season","No"
"AVE240903008","Wetlands (inland) - Permanent Freshwater Lakes (over 8ha)","Suitable","Non-Breeding Season","No"
"AVE240903005","Forest - Temperate","Suitable","Breeding Season","No"
"AVE240903005","Artificial/Terrestrial - Rural Gardens","Suitable","Breeding Season","No"
"AVE240903005","Artificial/Terrestrial - Rural Gardens","Suitable","Non-Breeding Season","No"
"AVE240903005","Shrubland - Temperate","Suitable","Breeding Season","No"
"AVE240903005","Shrubland - Subtropical/Tropical Dry","Suitable","Non-Breeding Season","No"
"AVE240903005","Grassland - Subtropical/Tropical Seasonally Wet/Flooded","Suitable","Non-Breeding Season","No"
"AVE240903005","Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)","Suitable","Breeding Season","No"
"AVE240903005","Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)","Suitable","Non-Breeding Season","No"
"AVE240903005","Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands","Suitable","Breeding Season","No"
"AVE240903005","Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands","Suitable","Non-Breeding Season","No"
"AVE240903002","Wetlands (inland) - Permanent Saline, Brackish or Alkaline Marshes/Pools","Suitable","Breeding Season","No"
"AVE240903002","Wetlands (inland) - Permanent Saline, Brackish or Alkaline Marshes/Pools","Suitable","Non-Breeding Season","No"
"AVE240903002","Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands","Suitable","Breeding Season","Yes"
"AVE240903002","Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands","Suitable","Non-Breeding Season","Yes"
"AVE240903001","Artificial/Terrestrial - Pastureland","Suitable","Breeding Season","No"
"AVE240903001","Artificial/Terrestrial - Pastureland","Suitable","Non-Breeding Season","No"
"AVE240903001","Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands","Suitable","Breeding Season","Yes"
"AVE240903001","Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands","Suitable","Non-Breeding Season","Yes"
"AVE240903006","Forest - Temperate","Suitable","Breeding Season","No"
"AVE240903006","Artificial/Terrestrial - Rural Gardens","Suitable","Non-Breeding Season","No"
"AVE240903006","Forest - Subtropical/Tropical Mangrove Vegetation Above High Tide Level","Suitable","Non-Breeding Season","No"
"AVE240903006","Shrubland - Temperate","Suitable","Breeding Season","Yes"
"AVE240903006","Shrubland - Subtropical/Tropical Dry","Suitable","Non-Breeding Season","No"
"AVE240903006","Shrubland - Subtropical/Tropical Moist","Suitable","Non-Breeding Season","No"
"AVE240903006","Grassland - Temperate","Suitable","Non-Breeding Season","No"
"AVE240903006","Grassland - Subtropical/Tropical Seasonally Wet/Flooded","Suitable","Non-Breeding Season","No"
"AVE240903006","Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)","Suitable","Non-Breeding Season","No"
"AVE240903006","Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands","Suitable","Breeding Season","No"
"AVE240903006","Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands","Suitable","Non-Breeding Season","No"
"AVE240903003","Artificial/Terrestrial - Arable Land","Suitable","Breeding Season","No"
"AVE240903003","Artificial/Terrestrial - Arable Land","Suitable","Non-Breeding Season","No"
"AVE240903003","Artificial/Aquatic - Water Storage Areas (over 8ha)","Suitable","Breeding Season","No"
"AVE240903003","Artificial/Aquatic - Water Storage Areas (over 8ha)","Suitable","Non-Breeding Season","No"
"AVE240903003","Savanna - Dry","Suitable","Breeding Season","No"
"AVE240903003","Savanna - Dry","Suitable","Non-Breeding Season","No"
"AVE240903003","Grassland - Subtropical/Tropical Seasonally Wet/Flooded","Suitable","Breeding Season","No"
"AVE240903003","Grassland - Subtropical/Tropical Seasonally Wet/Flooded","Suitable","Non-Breeding Season","No"
"AVE240903003","Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)","Suitable","Breeding Season","No"
"AVE240903003","Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)","Suitable","Non-Breeding Season","No"
"AVE240903003","Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands","Suitable","Breeding Season","No"
"AVE240903003","Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands","Suitable","Non-Breeding Season","No"
"AVE240903003","Wetlands (inland) - Permanent Freshwater Lakes (over 8ha)","Suitable","Breeding Season","No"
"AVE240903003","Wetlands (inland) - Permanent Freshwater Lakes (over 8ha)","Suitable","Non-Breeding Season","No"
